"yearid","countyid","sourcetypeid","County_FIPS","M4_Veh","M4_VMT","M4_VMT_Total","M4_Pop_Factor","M4_pop_factor_grow","DMV_veh_22","HPMS_VMT_s_22","Adj_pop_factor"
"2042","49037","51",\N,"14","573","1130880","12.3798","0.067963","0","0","9.0868"
"2042","49037","52",\N,"2085","55173","1130880","1843.7","0.008119","0","0","1353.28"
"2042","49037","53",\N,"91","3649","1130880","80.4686","0.002699","0","0","59.064"
"2042","49037","54",\N,"289","3360","1130880","255.554","0.005598","0","0","187.577"
"2042","49037","61",\N,"375","33486","1130880","331.601","-0.003003","0","0","243.396"
"2042","49037","62",\N,"183","37252","1130880","161.821","-0.002871","0","0","118.777"
"2042","49039","11",\N,"1112","2114","877999","1266.52","-0.002897","0","0","622.367"
"2042","49039","21",\N,"5622","151778","877999","6403.2","-0.014761","0","0","6013.28"
"2042","49039","31",\N,"20848","573276","877999","23744.9","0.002106","0","0","23211.1"
"2042","49039","32",\N,"1649","45169","877999","1878.13","0.002054","0","0","1835.7"
"2042","49039","41",\N,"48","2620","877999","54.6698","0.012824","0","0","41.8121"
"2042","49039","42",\N,"14","749","877999","15.9453","-0.008277","0","0","12.1952"
"2042","49039","43",\N,"78","1473","877999","88.8384","0.004603","0","0","67.9447"
"2042","49039","51",\N,"10","437","877999","11.3895","-0.008277","0","0","8.7109"
"2042","49039","52",\N,"1586","42075","877999","1806.38","0.008252","0","0","1381.54"
"2042","49039","53",\N,"70","2792","877999","79.7267","0.006096","0","0","60.976"
"2042","49039","54",\N,"220","2560","877999","250.57","0.010088","0","0","191.639"
"2042","49039","61",\N,"280","25121","877999","318.907","-0.008277","0","0","243.904"
"2042","49039","62",\N,"136","27835","877999","154.898","-0.008277","0","0","118.468"
"2042","49041","11",\N,"1373","2617","1230960","1115.39","-0.002192","0","0","406.549"
"2042","49041","21",\N,"7882","213635","1230960","6403.16","-0.014508","0","0","3279.65"
"2042","49041","31",\N,"27382","755354","1230960","22244.5","0.002391","0","0","11859.3"
"2042","49041","32",\N,"2269","62404","1230960","1843.28","0.002152","0","0","982.749"
"2042","49041","41",\N,"75","4128","1230960","60.9283","0.005399","0","0","44.5549"
"2042","49041","42",\N,"22","1178","1230960","17.8723","-0.008006","0","0","13.0694"
"2042","49041","43",\N,"113","2137","1230960","91.7986","0.009868","0","0","67.1294"
"2042","49041","51",\N,"15","648","1230960","12.1857","-0.008006","0","0","8.911"
"2042","49041","52",\N,"2303","61250","1230960","1870.91","0.008192","0","0","1368.13"
"2042","49041","53",\N,"98","3945","1230960","79.613","0.002221","0","0","58.2184"
"2042","49041","54",\N,"328","3833","1230960","266.46","0.00735","0","0","194.853"
"2042","49041","61",\N,"433","38827","1230960","351.759","-0.003403","0","0","257.23"
"2042","49041","62",\N,"396","80999","1230960","321.701","-0.005495","0","0","235.25"
"2042","49043","11",\N,"2937","5681","2736790","1073.16","-0.002401","0","0","575.965"
"2042","49043","21",\N,"18793","517506","2736790","6866.81","-0.014235","0","0","3541.08"
"2042","49043","31",\N,"59143","1654230","2736790","21610.4","0.002573","0","0","11599.6"
"2042","49043","32",\N,"5325","148759","2736790","1945.71","0.002519","0","0","1044.5"
"2042","49043","41",\N,"162","9015","2736790","59.1935","0.004567","0","0","42.9349"
"2042","49043","42",\N,"49","2674","2736790","17.9042","0.012835","0","0","12.9865"
"2042","49043","43",\N,"232","4446","2736790","84.7709","0.005162","0","0","61.487"
"2042","49043","51",\N,"32","1387","2736790","11.6925","-0.007835","0","0","8.481"
"2042","49043","52",\N,"4809","129426","2736790","1757.17","0.008522","0","0","1274.53"
"2042","49043","53",\N,"205","8345","2736790","74.9054","0.0069","0","0","54.3312"
"2042","49043","54",\N,"673","7934","2736790","245.909","0.008651","0","0","178.365"
"2042","49043","61",\N,"874","79245","2736790","319.353","-0.004418","0","0","231.636"
"2042","49043","62",\N,"817","168137","2736790","298.525","-0.004179","0","0","216.529"
"2042","49045","11",\N,"3120","6035","2780360","1122.16","-0.002121","0","0","761.807"
"2042","49045","21",\N,"19004","522716","2780360","6835.08","-0.014258","0","0","5095.02"
"2042","49045","31",\N,"60858","1700900","2780360","21888.5","0.002533","0","0","16983.5"
"2042","49045","32",\N,"5343","149030","2780360","1921.69","0.002441","0","0","1491.03"
"2042","49045","41",\N,"166","9209","2780360","59.7044","0.004221","0","0","48.3587"
"2042","49045","42",\N,"48","2648","2780360","17.2639","-0.007878","0","0","1.7318"
"2042","49045","43",\N,"239","4572","2780360","85.96","0.004734","0","0","40.7861"
"2042","49045","51",\N,"32","1373","2780360","11.5093","-0.007878","0","0","9.3222"
"2042","49045","52",\N,"4808","129169","2780360","1729.27","0.00827","0","0","1400.65"
"2042","49045","53",\N,"207","8423","2780360","74.4507","0.006712","0","0","60.3027"
"2042","49045","54",\N,"683","8042","2780360","245.651","0.008362","0","0","198.97"
"2042","49045","61",\N,"851","76945","2780360","306.075","-0.005541","0","0","247.911"
"2042","49045","62",\N,"786","161305","2780360","282.697","-0.005347","0","0","228.975"
"2042","49047","11",\N,"1783","3424","1411840","1262.89","-0.002565","0","0","724.045"
"2042","49047","21",\N,"9517","260102","1411840","6740.86","-0.014579","0","0","4591.02"
"2042","49047","31",\N,"32980","915862","1411840","23359.6","0.002234","0","0","16560"
"2042","49047","32",\N,"2732","75714","1411840","1935.07","0.002111","0","0","1371.55"
"2042","49047","41",\N,"76","4210","1411840","53.8305","0.005065","0","0","44.8218"
"2042","49047","42",\N,"22","1209","1411840","15.5825","-0.00816","0","0","12.9747"
"2042","49047","43",\N,"119","2275","1411840","84.2873","0.000246","0","0","70.1816"
"2042","49047","51",\N,"16","669","1411840","11.3327","-0.00816","0","0","9.4362"
"2042","49047","52",\N,"2398","64132","1411840","1698.5","0.008238","0","0","1414.25"
"2042","49047","53",\N,"106","4296","1411840","75.0794","0.001287","0","0","62.5147"
"2042","49047","54",\N,"332","3893","1411840","235.154","0.010095","0","0","195.801"
"2042","49047","61",\N,"403","36328","1411840","285.444","-0.005692","0","0","237.674"
"2042","49047","62",\N,"193","39724","1411840","136.701","-0.00816","0","0","113.824"
"2042","49049","11","4","16384","32626","14509800","1129.17","-0.002107","0","0","821.423"
"2042","49049","21","4","115239","3260370","14509800","7942.17","-0.014058","0","0","6728.33"
"2042","49049","31","4","310190","8941330","14509800","21378","0.002763","0","0","18851.5"
"2042","49049","32","4","31688","909843","14509800","2183.91","0.002793","0","0","1925.84"
"2042","49049","41","4","742","42649","14509800","51.138","0.004534","0","0","41.1897"
"2042","49049","42","4","239","13470","14509800","16.4717","0.004965","0","0","6.1516"
"2042","49049","43","4","983","19503","14509800","67.7475","0.00358","0","0","54.5681"
"2042","49049","51","4","140","6181","14509800","9.64867","0.006732","0","0","7.7716"
"2042","49049","52","4","20426","568274","14509800","1407.74","0.008595","0","0","1133.88"
"2042","49049","53","4","910","38241","14509800","62.7164","0.007856","0","0","50.5157"
"2042","49049","54","4","2674","32642","14509800","184.29","0.008569","0","0","148.439"
"2042","49049","61","4","2982","280000","14509800","205.517","-0.004646","0","0","165.536"
"2042","49049","62","4","1700","364641","14509800","117.162","-0.004723","0","0","94.37"
"2042","49051","11",\N,"1771","3400","1402290","1262.93","-0.002529","0","0","879.214"
"2042","49051","21",\N,"9435","257729","1402290","6728.27","-0.014533","0","0","4754.92"
"2042","49051","31",\N,"32778","909899","1402290","23374.6","0.002234","0","0","17194.3"
"2042","49051","32",\N,"2711","75084","1402290","1933.26","0.002189","0","0","1422.23"
"2042","49051","41",\N,"75","4182","1402290","53.4838","-0.008162","0","0","41.7393"
"2042","49051","42",\N,"22","1200","1402290","15.6886","-0.008162","0","0","12.2435"
"2042","49051","43",\N,"119","2264","1402290","84.861","0.008793","0","0","66.2264"
"2042","49051","51",\N,"16","666","1402290","11.4099","0.057961","0","0","8.9044"
"2042","49051","52",\N,"2387","63833","1402290","1702.21","0.007883","0","0","1328.42"
"2042","49051","53",\N,"106","4274","1402290","75.5905","0.010912","0","0","58.9916"
"2042","49051","54",\N,"330","3876","1402290","235.329","0.007097","0","0","183.653"
"2042","49051","61",\N,"402","36238","1402290","286.673","-0.005688","0","0","223.723"
"2042","49051","62",\N,"193","39648","1402290","137.632","-0.002996","0","0","107.409"
"2042","49053","11",\N,"6846","13515","5894460","1161.43","-0.002204","0","0","975.73"
"2042","49053","21",\N,"44748","1255910","5894460","7591.54","-0.014154","0","0","6387.1"
"2042","49053","31",\N,"127957","3652470","5894460","21708","0.002671","0","0","19010.8"
"2042","49053","32",\N,"12301","350235","5894460","2086.88","0.002608","0","0","1827.5"
"2042","49053","41",\N,"319","18110","5894460","54.1186","0.004857","0","0","44.0887"
"2042","49053","42",\N,"97","5416","5894460","16.4561","0.002593","0","0","13.4063"
"2042","49053","43",\N,"436","8544","5894460","73.9678","0.003768","0","0","60.2592"
"2042","49053","51",\N,"59","2572","5894460","10.0094","0.009365","0","0","8.1543"
"2042","49053","52",\N,"8737","239936","5894460","1482.24","0.008416","0","0","1207.53"
"2042","49053","53",\N,"389","16132","5894460","65.9942","0.007802","0","0","53.7634"
"2042","49053","54",\N,"1194","14375","5894460","202.563","0.009161","0","0","165.022"
"2042","49053","61",\N,"1330","122809","5894460","225.636","-0.00475","0","0","183.818"
"2042","49053","62",\N,"931","194438","5894460","157.945","-0.004535","0","0","128.673"
"2042","49055","11",\N,"223","421","175497","1270.68","0.000644","0","0","482.277"
"2042","49055","21",\N,"1098","29486","175497","6256.52","-0.015504","0","0","3466.17"
"2042","49055","31",\N,"4196","114907","175497","23909.2","0.001937","0","0","13783.4"
"2042","49055","32",\N,"325","8865","175497","1851.88","0.000909","0","0","1067.5"
"2042","49055","41",\N,"10","524","175497","56.981","0.101855","0","0","41.8387"
"2042","49055","42",\N,"3","149","175497","17.0943","-0.008331","0","0","12.5516"
"2042","49055","43",\N,"16","299","175497","91.1696","-0.008331","0","0","66.942"
"2042","49055","51",\N,"2","89","175497","11.3962","-0.008331","0","0","8.3677"
"2042","49055","52",\N,"325","8597","175497","1851.88","0.007164","0","0","1359.76"
"2042","49055","53",\N,"14","568","175497","79.7734","-0.008331","0","0","58.5742"
"2042","49055","54",\N,"45","524","175497","256.415","0.014207","0","0","188.274"
"2042","49055","61",\N,"59","5237","175497","336.188","0.008767","0","0","246.848"
"2042","49055","62",\N,"29","5831","175497","165.245","-0.008331","0","0","121.332"
"2042","49057","11",\N,"6264","12479","5338650","1173.33","-0.002096","0","0","1266.02"
"2042","49057","21",\N,"42440","1200870","5338650","7949.58","-0.014084","0","0","8236.49"
"2042","49057","31",\N,"115226","3322170","5338650","21583.4","0.002745","0","0","23277"
"2042","49057","32",\N,"11569","332214","5338650","2167.03","0.002729","0","0","2337.15"
"2042","49057","41",\N,"275","15800","5338650","51.5112","0.006975","0","0","41.3855"
"2042","49057","42",\N,"86","4839","5338650","16.1089","0.004003","0","0","9.4475"
"2042","49057","43",\N,"365","7240","5338650","68.3694","0.003324","0","0","51.9607"
"2042","49057","51",\N,"50","2195","5338650","9.36567","0.01258","0","0","7.5246"
"2042","49057","52",\N,"7315","203502","5338650","1370.2","0.008598","0","0","1100.85"
"2042","49057","53",\N,"331","13891","5338650","62.0007","0.010648","0","0","49.8131"
"2042","49057","54",\N,"974","11893","5338650","182.443","0.008902","0","0","146.58"
"2042","49057","61",\N,"1012","95010","5338650","189.561","-0.004721","0","0","152.299"
"2042","49057","62",\N,"545","116547","5338650","102.086","-0.004017","0","0","82.0186"
"2043","49001","11",\N,"1047","1983","1018200","1028.29","-0.001833","0","0","153.646"
"2043","49001","21",\N,"6119","164833","1018200","6009.65","-0.013358","0","0","1530"
"2043","49001","31",\N,"22091","604898","1018200","21696.2","0.002659","0","0","5749.76"
"2043","49001","32",\N,"1796","48951","1018200","1763.9","0.002494","0","0","467.522"
"2043","49001","41",\N,"68","3697","1018200","66.7848","0.007259","0","0","55.2549"
"2043","49001","42",\N,"19","1038","1018200","18.6605","-0.007554","0","0","15.4389"
"2043","49001","43",\N,"100","1879","1018200","98.2129","0.002471","0","0","81.2572"
"2043","49001","51",\N,"14","579","1018200","13.7498","-0.007554","0","0","11.376"
"2043","49001","52",\N,"2059","54436","1018200","2022.2","0.009608","0","0","1673.09"
"2043","49001","53",\N,"86","3432","1018200","84.4631","0.016076","0","0","69.8812"
"2043","49001","54",\N,"300","3498","1018200","294.639","0.009268","0","0","243.771"
"2043","49001","61",\N,"405","36229","1018200","397.762","-0.005097","0","0","329.092"
"2043","49001","62",\N,"456","92743","1018200","447.851","-0.003182","0","0","370.533"
"2043","49003","11",\N,"3622","7056","3363690","1076.79","-0.001672","0","0","480.827"
"2043","49003","21",\N,"23548","654772","3363690","7000.65","-0.013118","0","0","3353.5"
"2043","49003","31",\N,"72764","2047390","3363690","21632.2","0.002738","0","0","10786.1"
"2043","49003","32",\N,"6759","190023","3363690","2009.4","0.002627","0","0","1001.91"
"2043","49003","41",\N,"193","10767","3363690","57.3775","0.008212","0","0","43.6836"
"2043","49003","42",\N,"59","3260","3363690","17.5403","-0.00746","0","0","1.1388"
"2043","49003","43",\N,"273","5248","3363690","81.161","0.003568","0","0","38.1744"
"2043","49003","51",\N,"39","1675","3363690","11.5944","0.01866","0","0","8.8273"
"2043","49003","52",\N,"5747","155534","3363690","1708.54","0.010116","0","0","1300.78"
"2043","49003","53",\N,"247","10093","3363690","73.4314","0.013047","0","0","55.9059"
"2043","49003","54",\N,"789","9396","3363690","234.564","0.009168","0","0","178.582"
"2043","49003","61",\N,"1001","91327","3363690","297.59","-0.003478","0","0","226.566"
"2043","49003","62",\N,"858","177143","3363690","255.077","-0.002811","0","0","194.2"
"2043","49005","11",\N,"4048","7914","3227420","1254.25","-0.001975","0","0","906.718"
"2043","49005","21",\N,"23187","646748","3227420","7184.37","-0.013305","0","0","5664.34"
"2043","49005","31",\N,"73591","2076950","3227420","22801.8","0.002558","0","0","18712.9"
"2043","49005","32",\N,"6558","184827","3227420","2031.96","0.002443","0","0","1667.75"
"2043","49005","41",\N,"172","9641","3227420","53.2933","0.00997","0","0","39.6918"
"2043","49005","42",\N,"51","2781","3227420","15.8021","0.012201","0","0","11.7691"
"2043","49005","43",\N,"252","4866","3227420","78.0809","0.00431","0","0","58.1531"
"2043","49005","51",\N,"33","1419","3227420","10.2249","0.023365","0","0","7.6153"
"2043","49005","52",\N,"4973","134959","3227420","1540.86","0.009817","0","0","1147.6"
"2043","49005","53",\N,"224","9204","3227420","69.4052","0.010397","0","0","51.6916"
"2043","49005","54",\N,"685","8187","3227420","212.244","0.010049","0","0","158.075"
"2043","49005","61",\N,"745","67957","3227420","230.834","-0.003634","0","0","171.921"
"2043","49005","62",\N,"347","71971","3227420","107.516","-0.004778","0","0","80.0758"
"2043","49007","11",\N,"1523","2941","1231560","1236.65","-0.002519","0","0","428.657"
"2043","49007","21",\N,"8372","230758","1231560","6797.91","-0.013415","0","0","3378.65"
"2043","49007","31",\N,"28491","794575","1231560","23134.2","0.002445","0","0","11968.2"
"2043","49007","32",\N,"2431","67701","1231560","1973.93","0.002552","0","0","1021.13"
"2043","49007","41",\N,"66","3673","1231560","53.5908","0.007507","0","0","42.6584"
"2043","49007","42",\N,"20","1070","1231560","16.2396","0.044465","0","0","12.9268"
"2043","49007","43",\N,"102","1944","1231560","82.8221","0.002066","0","0","65.9266"
"2043","49007","51",\N,"14","585","1231560","11.3677","0.068568","0","0","9.0488"
"2043","49007","52",\N,"2073","55675","1231560","1683.24","0.009282","0","0","1339.86"
"2043","49007","53",\N,"92","3727","1231560","74.7023","0.014291","0","0","59.4632"
"2043","49007","54",\N,"285","3365","1231560","231.415","0.00996","0","0","184.207"
"2043","49007","61",\N,"341","30870","1231560","276.886","-0.00484","0","0","220.402"
"2043","49007","62",\N,"168","34671","1231560","136.413","-0.007758","0","0","108.585"
"2043","49009","11",\N,"152","288","120111","1265.5","-0.001406","0","0","246.93"
"2043","49009","21",\N,"742","19973","120111","6177.62","-0.013295","0","0","2289.23"
"2043","49009","31",\N,"2878","78811","120111","23961.2","0.002122","0","0","9245.76"
"2043","49009","32",\N,"223","6081","120111","1856.62","0.001002","0","0","717.137"
"2043","49009","41",\N,"7","359","120111","58.2794","-0.007976","0","0","38.1768"
"2043","49009","42",\N,"2","102","120111","16.6513","-0.007976","0","0","10.9076"
"2043","49009","43",\N,"11","205","120111","91.582","-0.007976","0","0","59.992"
"2043","49009","51",\N,"1","62","120111","8.32563","-0.007976","0","0","5.4538"
"2043","49009","52",\N,"225","5937","120111","1873.27","0.009979","0","0","1227.11"
"2043","49009","53",\N,"10","393","120111","83.2563","-0.007976","0","0","54.5382"
"2043","49009","54",\N,"31","363","120111","258.095","-0.007976","0","0","169.068"
"2043","49009","61",\N,"40","3571","120111","333.025","-0.007976","0","0","218.153"
"2043","49009","62",\N,"19","3966","120111","158.187","-0.007976","0","0","103.623"
"2043","49011","11",\N,"9531","19087","8612880","1106.6","-0.001629","0","0","927.127"
"2043","49011","21",\N,"68503","1950140","8612880","7953.55","-0.012934","0","0","6579.62"
"2043","49011","31",\N,"182651","5285340","8612880","21206.7","0.002917","0","0","18260.8"
"2043","49011","32",\N,"19094","549921","8612880","2216.91","0.002904","0","0","1909.01"
"2043","49011","41",\N,"440","25347","8612880","51.0863","0.004125","0","0","39.5382"
"2043","49011","42",\N,"144","8098","8612880","16.7191","0.006696","0","0","7.1496"
"2043","49011","43",\N,"572","11358","8612880","66.4122","0.005014","0","0","31.532"
"2043","49011","51",\N,"83","3687","8612880","9.63673","0.004821","0","0","7.4583"
"2043","49011","52",\N,"12055","336773","8612880","1399.65","0.010144","0","0","1083.26"
"2043","49011","53",\N,"536","22634","8612880","62.2324","0.009668","0","0","48.1647"
"2043","49011","54",\N,"1564","19241","8612880","181.588","0.010153","0","0","140.54"
"2043","49011","61",\N,"1720","162478","8612880","199.701","-0.003229","0","0","154.559"
"2043","49011","62",\N,"1018","218772","8612880","118.195","-0.003369","0","0","91.4771"
"2043","49013","11",\N,"1577","3004","1247880","1263.75","-0.00223","0","0","441.599"
"2043","49013","21",\N,"7926","214996","1247880","6351.6","-0.013525","0","0","3446.45"
"2043","49013","31",\N,"29648","816022","1247880","23758.8","0.002286","0","0","13418.5"
"2043","49013","32",\N,"2357","64636","1247880","1888.81","0.002282","0","0","1066.99"
"2043","49013","41",\N,"68","3732","1247880","54.4926","0.006883","0","0","45.5439"
"2043","49013","42",\N,"20","1065","1247880","16.0272","-0.007924","0","0","13.3953"
"2043","49013","43",\N,"111","2087","1247880","88.9512","0.010279","0","0","74.3438"
"2043","49013","51",\N,"15","624","1247880","12.0204","-0.007924","0","0","10.0465"
"2043","49013","52",\N,"2261","60006","1247880","1811.88","0.009489","0","0","1514.34"
"2043","49013","53",\N,"99","3988","1247880","79.3349","0.002199","0","0","66.3066"
"2043","49013","54",\N,"313","3664","1247880","250.826","0.008181","0","0","209.636"
"2043","49013","61",\N,"393","35199","1247880","314.935","-0.002849","0","0","263.217"
"2043","49013","62",\N,"190","38852","1247880","152.259","-0.007924","0","0","127.255"
"2043","49015","11",\N,"1682","3187","1428100","1177.79","-0.001891","0","0","128.841"
"2043","49015","21",\N,"8730","235150","1428100","6113","-0.013475","0","0","1345.91"
"2043","49015","31",\N,"33024","904251","1428100","23124.4","0.002374","0","0","5299.6"
"2043","49015","32",\N,"2604","70954","1428100","1823.4","0.00257","0","0","417.974"
"2043","49015","41",\N,"85","4610","1428100","59.5195","0.003987","0","0","44.4632"
"2043","49015","42",\N,"24","1305","1428100","16.8055","-0.007825","0","0","12.5543"
"2043","49015","43",\N,"134","2512","1428100","93.8307","0.007208","0","0","70.0949"
"2043","49015","51",\N,"18","762","1428100","12.6041","-0.007825","0","0","9.4157"
"2043","49015","52",\N,"2751","72719","1428100","1926.33","0.009794","0","0","1439.04"
"2043","49015","53",\N,"118","4722","1428100","82.627","0.009281","0","0","61.7254"
"2043","49015","54",\N,"389","4533","1428100","272.389","0.007718","0","0","203.485"
"2043","49015","61",\N,"510","45554","1428100","357.117","-0.001954","0","0","266.779"
"2043","49015","62",\N,"383","77845","1428100","268.188","-0.002617","0","0","200.346"
"2043","49017","11",\N,"586","1110","462952","1265.79","-0.002883","0","0","276.703"
"2043","49017","21",\N,"2858","76983","462952","6173.43","-0.013511","0","0","2222.18"
"2043","49017","31",\N,"11094","303765","462952","23963.6","0.00222","0","0","8979.51"
"2043","49017","32",\N,"860","23439","462952","1857.64","0.002503","0","0","695.654"
"2043","49017","41",\N,"25","1385","462952","54.0013","-0.007988","0","0","39.4949"
"2043","49017","42",\N,"7","394","462952","15.1204","-0.007988","0","0","11.0586"
"2043","49017","43",\N,"42","791","462952","90.7221","-0.007988","0","0","66.3515"
"2043","49017","51",\N,"6","238","462952","12.9603","-0.007988","0","0","9.4788"
"2043","49017","52",\N,"866","22882","462952","1870.6","0.009498","0","0","1368.1"
"2043","49017","53",\N,"38","1513","462952","82.0819","0.018823","0","0","60.0323"
"2043","49017","54",\N,"120","1399","462952","259.206","0.008826","0","0","189.576"
"2043","49017","61",\N,"154","13766","462952","332.648","-0.001504","0","0","243.289"
"2043","49017","62",\N,"75","15287","462952","162.004","-0.007988","0","0","118.485"
"2043","49019","11",\N,"1540","2938","1410920","1091.48","-0.002431","0","0","383.73"
"2043","49019","21",\N,"8804","238902","1410920","6239.88","-0.013217","0","0","1463.89"
"2043","49019","31",\N,"31197","859171","1410920","22111","0.002575","0","0","5399.22"
"2043","49019","32",\N,"2570","70535","1410920","1821.5","0.00253","0","0","444.764"
"2043","49019","41",\N,"89","4872","1410920","63.0792","0.003664","0","0","46.9197"
"2043","49019","42",\N,"26","1375","1410920","18.4276","0.032083","0","0","13.7069"
"2043","49019","43",\N,"133","2499","1410920","94.2644","0.007538","0","0","70.1159"
"2043","49019","51",\N,"18","762","1410920","12.7576","-0.007613","0","0","9.4894"
"2043","49019","52",\N,"2709","71900","1410920","1920.02","0.009909","0","0","1428.15"
"2043","49019","53",\N,"115","4608","1410920","81.5068","0.009952","0","0","60.6265"
"2043","49019","54",\N,"390","4561","1410920","276.414","0.010525","0","0","205.603"
"2043","49019","61",\N,"510","45690","1410920","361.465","-0.003706","0","0","268.865"
"2043","49019","62",\N,"506","103112","1410920","358.63","-0.003675","0","0","266.757"
"2043","49021","11",\N,"3047","5908","2854050","1067.61","-0.001895","0","0","485.524"
"2043","49021","21",\N,"19347","534788","2854050","6778.8","-0.013125","0","0","3646.12"
"2043","49021","31",\N,"61600","1723710","2854050","21583.4","0.002743","0","0","12083.9"
"2043","49021","32",\N,"5550","155102","2854050","1944.61","0.002653","0","0","1088.72"
"2043","49021","41",\N,"172","9532","2854050","60.2653","0.010156","0","0","48.6398"
"2043","49021","42",\N,"51","2803","2854050","17.8694","-0.007463","0","0","14.4223"
"2043","49021","43",\N,"244","4665","2854050","85.4927","0.004892","0","0","69.0006"
"2043","49021","51",\N,"34","1459","2854050","11.9129","-0.007463","0","0","9.6148"
"2043","49021","52",\N,"5057","136049","2854050","1771.87","0.009911","0","0","1430.07"
"2043","49021","53",\N,"216","8775","2854050","75.682","0.011264","0","0","61.0825"
"2043","49021","54",\N,"711","8417","2854050","249.12","0.009576","0","0","201.063"
"2043","49021","61",\N,"907","82178","2854050","317.794","-0.003067","0","0","256.49"
"2043","49021","62",\N,"880","180662","2854050","308.334","-0.004068","0","0","248.855"
"2043","49023","11",\N,"1611","3086","1562700","1030.91","-0.001922","0","0","174.016"
"2043","49023","21",\N,"9962","271898","1562700","6374.86","-0.013144","0","0","1342.32"
"2043","49023","31",\N,"33678","931692","1562700","21551.1","0.002714","0","0","4723.65"
"2043","49023","32",\N,"2898","79990","1562700","1854.48","0.002884","0","0","406.454"
"2043","49023","41",\N,"99","5460","1562700","63.3518","0.00263","0","0","40.468"
"2043","49023","42",\N,"29","1578","1562700","18.5576","-0.007498","0","0","11.8543"
"2043","49023","43",\N,"144","2724","1562700","92.1481","0.006481","0","0","58.8625"
"2043","49023","51",\N,"20","853","1562700","12.7983","-0.007498","0","0","8.1753"
"2043","49023","52",\N,"2993","79767","1562700","1915.27","0.010051","0","0","1223.44"
"2043","49023","53",\N,"126","5063","1562700","80.6296","0.00851","0","0","51.5047"
"2043","49023","54",\N,"428","5023","1562700","273.885","0.009004","0","0","174.952"
"2043","49023","61",\N,"570","51316","1562700","364.753","-0.004003","0","0","232.997"
"2043","49023","62",\N,"608","124252","1562700","389.07","-0.004222","0","0","248.531"
"2043","49025","11",\N,"733","1389","579051","1265.86","-0.002542","0","0","394.214"
"2043","49025","21",\N,"3575","96289","579051","6173.9","-0.013504","0","0","2558.71"
"2043","49025","31",\N,"13876","379944","579051","23963.3","0.002198","0","0","10337.8"
"2043","49025","32",\N,"1076","29317","579051","1858.21","0.002261","0","0","802.171"
"2043","49025","41",\N,"32","1732","579051","55.2628","0.024015","0","0","39.1554"
"2043","49025","42",\N,"9","493","579051","15.5427","-0.007985","0","0","11.0125"
"2043","49025","43",\N,"53","989","579051","91.5291","0.011092","0","0","64.8511"
"2043","49025","51",\N,"7","297","579051","12.0887","-0.007985","0","0","8.5652"
"2043","49025","52",\N,"1083","28620","579051","1870.3","0.009729","0","0","1325.17"
"2043","49025","53",\N,"47","1893","579051","81.1673","-0.007985","0","0","57.5095"
"2043","49025","54",\N,"150","1749","579051","259.045","0.00542","0","0","183.541"
"2043","49025","61",\N,"193","17218","579051","333.304","-0.002819","0","0","236.156"
"2043","49025","62",\N,"94","19121","579051","162.335","-0.007985","0","0","115.019"
"2043","49027","11",\N,"2007","3803","1899420","1056.64","-0.002136","0","0","153.183"
"2043","49027","21",\N,"11453","308498","1899420","6029.75","-0.013292","0","0","1488.31"
"2043","49027","31",\N,"41729","1142620","1899420","21969.4","0.002582","0","0","5644.31"
"2043","49027","32",\N,"3372","91900","1899420","1775.28","0.002503","0","0","456.148"
"2043","49027","41",\N,"124","6750","1899420","65.2832","0.008663","0","0","53.4483"
"2043","49027","42",\N,"36","1897","1899420","18.9532","0.020749","0","0","15.5172"
"2043","49027","43",\N,"185","3474","1899420","97.3983","0.00324","0","0","79.7414"
"2043","49027","51",\N,"25","1067","1899420","13.1619","-0.007605","0","0","10.7759"
"2043","49027","52",\N,"3806","100625","1899420","2003.77","0.009637","0","0","1640.52"
"2043","49027","53",\N,"160","6378","1899420","84.2364","0.011357","0","0","68.9655"
"2043","49027","54",\N,"552","6430","1899420","290.615","0.008843","0","0","237.931"
"2043","49027","61",\N,"741","66246","1899420","390.12","-0.003571","0","0","319.396"
"2043","49027","62",\N,"785","159724","1899420","413.285","-0.003798","0","0","338.362"
"2043","49029","11",\N,"583","1105","545036","1069.65","-0.002494","0","0","579.029"
"2043","49029","21",\N,"3291","88654","545036","6038.13","-0.013323","0","0","4109.41"
"2043","49029","31",\N,"12042","329721","545036","22094","0.002614","0","0","15651.6"
"2043","49029","32",\N,"970","26447","545036","1779.7","0.001667","0","0","1260.51"
"2043","49029","41",\N,"35","1918","545036","64.2159","-0.007627","0","0","47.2828"
"2043","49029","42",\N,"10","539","545036","18.3474","-0.007627","0","0","13.5094"
"2043","49029","43",\N,"53","993","545036","97.2413","0.011457","0","0","71.5997"
"2043","49029","51",\N,"7","305","545036","12.8432","-0.007627","0","0","9.4566"
"2043","49029","52",\N,"1088","28754","545036","1996.2","0.010011","0","0","1469.82"
"2043","49029","53",\N,"46","1827","545036","84.3981","0.014426","0","0","62.1431"
"2043","49029","54",\N,"157","1833","545036","288.054","0.005178","0","0","212.097"
"2043","49029","61",\N,"211","18835","545036","387.13","-0.002901","0","0","285.048"
"2043","49029","62",\N,"217","44105","545036","398.139","-0.003033","0","0","293.153"
"2043","49031","11",\N,"150","284","118301","1267.95","-0.001322","0","0","411.261"
